Set,Card Name,Rarity,Text,Mana Cost,Type,Power,Toughness,CMC,Standard
Unstable,Ineffable Blessing (e),Rare,"As Ineffable Blessing enters the battlefield, choose odd or even.
Whenever a creature with a collector number of the chosen value enters the battlefield under your control, draw a card.",{1}{G},Enchantment,,,2.0,No
Unstable,Ineffable Blessing (f),Rare,"As Ineffable Blessing enters the battlefield, choose a number.
Whenever a creature with exactly the chosen number of words in its name enters the battlefield under your control, draw a card. (Hyphenated words are one word.)",{1}{G},Enchantment,,,2.0,No
Unstable,Joyride Rigger,Common,"When Joyride Rigger enters the battlefield, it assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",{3}{G},Creature,3,3,4.0,No
Unstable,Monkey-,Uncommon,"Whenever a nontoken creature you control dies,
Augment {2}{G} ({2}{G}, Reveal this card from your hand: Combine it with target  host. Augment only as a sorcery.)",,Creature,2,2,0.0,No
Unstable,Mother Kangaroo,Common,"When this creature enters the battlefield, roll a six-sided die. Put a number of +1/+1 counters on this creature equal to the result.",{4}{G},Host,,,5.0,No
Unstable,Multi-Headed,Common,"At the beginning of each end step, if you rolled a die this turn,
Augment {4}{G} ({4}{G}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)",,Creature,4,4,0.0,No
Unstable,Really Epic Punch,Common,Target creature you control gets +2/+2 if it's a host or has augment. Then it fights target creature you don't control.,{1}{G},Sorcery,,,2.0,No
Unstable,Selfie Preservation,Common,"Search your library for a basic land card and reveal it. If there's a tree in its art, put it onto the battlefield tapped. Otherwise, put it into your hand. Then shuffle your library.",{1}{G},Sorcery,,,2.0,No
Unstable,Serpentine,Rare,"Whenever a land enters the battlefield under your control,
Augment {2}{G} ({2}{G}, Reveal this card from your hand: Combine it with target host. Augment only as a sorcery.)",,Creature,3,3,0.0,No
Unstable,Shellephant,Uncommon,"{0}: Choose one. You may activate this ability while Shellephant is in any zone.
â€¢ Shellephant has base power and toughness 1/4.
â€¢ Shellephant has base power and toughness 3/3.",{1}{G}{G},Creature,?,?,3.0,No
Unstable,Slaying Mantis,Uncommon,"Just a second (As long as this spell is on the stack, players can't move cards on the battlefield.)
Slaying Mantis enters the battlefield by being thrown from a distance of at least three feet.
When Slaying Mantis enters the battlefield, it fights each creature an opponent controls that it touched as it entered.",{5}{G}{G},Creature,6,6,7.0,No
Unstable,Squirrel Dealer,Common,"When Squirrel Dealer enters the battlefield, ask a person outside the game ""Do you like Squirrels?"" If he or she does, create a 1/1 green Squirrel creature token.",{G},Creature,1,1,1.0,No
Unstable,Steamflogger Service Rep,Uncommon,"Whenever another Goblin enters the battlefield under your control, you may pay {1}. If you do, Steamflogger Service Rep assembles a Contraption. (Put the top card of your Contraption deck face up onto one of your sprockets.)",{2}{G},Creature,1,1,3.0,No
Unstable,Wild Crocodile,Common,"When this creature enters the battlefield, search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.",{1}{G},Host,,,2.0,No
Unstable,Willing Test Subject,Common,"Reach
Whenever you roll a 4 or higher on a die, put a +1/+1 counter on Willing Test Subject.
{6}: Roll a six-sided die.",{2}{G},Creature,2,2,3.0,No
Unstable,Baron Von Count,Mythic Rare,"Baron Von Count enters the battlefield with a doom counter on ""5.""
Whenever you cast a spell with the indicated numeral in its mana cost, text box, power, or toughness, move the doom counter one numeral to the left.
When the doom counter moves from ""1,"" destroy target player and put that doom counter on ""5.""",{1}{B}{R},Creature,3,3,3.0,No
Unstable,Better Than One,Rare,"A person outside the game becomes your teammate. (Choose any number of cards in your hand, on top of your library, or on the battlefield under your control. Those cards become your teammate's hand, library, and permanents, respectively.)",{G}{W},Sorcery,,,2.0,No
Unstable,Cramped Bunker,Rare,"At the beginning of each opponent's upkeep, that player moves a permanent he or she controls to touch Cramped Bunker and no other permanents. If he or she can't, destroy each permanent that player controls that isn't touching Cramped Bunker, then sacrifice it.",{4}{R}{G},Enchantment,,,6.0,No
Unstable,Dr. Julius Jumblemorph,Mythic Rare,"Dr. Julius Jumblemorph is every creature type (even if this card isn't on the battlefield).
Whenever a host enters the battlefield under your control, you may search your library and/or graveyard for a card with augment and combine it with that host. If you search your library this way, shuffle it.",{2}{G}{W},Creature,4,4,4.0,No
Unstable,The Grand Calcutron,Mythic Rare,"When The Grand Calcutron enters the battlefield, each player's hand becomes a program (an ordered row of revealed cards).
Players can only play the first card of their program.
If a card would be put into a player's hand from anywhere, that player reveals it and places it anywhere within his or her program instead.
At the beginning of each player's end step, if that player's program has fewer than five cards, he or she draws cards equal to the difference.",{W}{U},Artifact,,,2.0,No
Unstable,"Grusilda, Monster Masher",Rare,"Combined, enchanted, and equipped creatures you control have menace.
{3}{B}{R}, {T}: Put two target creature cards from graveyards onto the battlefield combined into one creature under your control. (Its power is equal to their total power, its toughness is equal to their total toughness, and it has their names, mana costs, types, text boxes, etc.)",{3}{B}{R},Creature,4,4,5.0,No
Unstable,Hot Fix,Rare,"You have ten seconds to look at and rearrange the cards in your library. At the end of those ten seconds, if you're touching one or more of those cards, shuffle your library.",{4}{W}{U},Sorcery,,,6.0,No
Unstable,Ol' Buzzbark,Mythic Rare,"When Ol' Buzzbark enters the battlefield, roll X six-sided dice onto the battlefield from a height of at least X inches. For each die, put a number of +1/+1 counters equal to the result on each creature you control that die is touching. For each die, Ol' Buzzbark deals damage equal to the result to each creature an opponent controls that die is touching.",{X}{R}{G},Creature,3,3,2.0,No
Unstable,"Phoebe, Head of S.N.E.A.K.",Mythic Rare,"Phoebe, Head of S.N.E.A.K. can't be blocked by creatures with flavor text.
{2}{U}{B}: Phoebe permanently steals target creature's text box. (That creature loses all rules text, flavor text, and watermarks. This creature gains them.)",{1}{U}{B},Creature,2,3,3.0,No
Unstable,"Urza, Academy Headmaster",Mythic Rare,"+1: Head to AskUrza.com and click +1.
-1: Head to AskUrza.com and click -1.
-6: Head to AskUrza.com and click -6.",{W}{U}{B}{R}{G},Planeswalker,,,5.0,No
Unstable,X,Rare,"As long as X is in X's owner's opponent's hand, X's owner may cast X and activate X's abilities. That opponent can't cast X and plays with his or her hand revealed.
{U}{B}, {T}: Put X into target opponent's hand.
{3}{U}{B}: You may play a card in the same hand as X without paying its mana cost.",{U}{B},Creature,2,2,2.0,No
Unstable,Mary O'Kill,Rare,"{1}{B/R}: Switch a Killbot or Mary O'Kill in your hand with one on the battlefield. (If a creature is tapped, the switched creature is tapped. The same is true for untapped, attacking, blocking, enchanted, equipped, and targeted. Any counters on a creature are on the switched creature instead.)",{5}{B/R},Creature,5,5,6.0,No
Unstable,Angelic Rocket,Rare,"Flying
When this creature enters the battlefield, you may destroy target nonland permanent.",{8},Artifact,,,8.0,No
Unstable,Border Guardian,Uncommon,"Whenever you cast a silver-bordered spell, put a +1/+1 counter on Border Guardian.
Whenever you cast a black-bordered spell, Border Guardian can't be blocked this turn.
Whenever you cast a white-bordered spell, Border Guardian gains double strike until end of turn.",{4},Artifact,,,4.0,No
Unstable,Buzzing Whack-a-Doodle,Uncommon,"As Buzzing Whack-a-Doodle enters the battlefield, you and an opponent each secretly choose Whack or Doodle. Then those choices are revealed. If the choices match, Buzzing Whack-a-Doodle has that ability. Otherwise, it has Buzz.
â€¢ Whack â€” {T}: Target player loses 2 life.
â€¢ Doodle â€” {T}: You gain 3 life.
â€¢ Buzz â€” {2}, {T}: Draw a card.",{4},Artifact,,,4.0,No
Unstable,Clock of DOOOOOOOOOOOOM!,Uncommon,"{4}, {T}: Move the CRANK counter to your Contraption deck's next sprocket and crank any number of that sprocket's Contraptions.",{4},Artifact,,,4.0,No
Unstable,Cogmentor,Uncommon,"Flying
{4}: Reassemble target Contraption you control. (Move it onto another one of your sprockets.)",{1},Artifact,,,1.0,No
Unstable,Contraption Cannon,Uncommon,"{2}, Sacrifice Contraption Cannon: It deals damage to target creature or player equal to the number of Contraptions you control.",{4},Artifact,,,4.0,No
Unstable,Curious Killbot,Common,,{2},Artifact,,,2.0,No
Unstable,Delighted Killbot,Common,,{2},Artifact,,,2.0,No
Unstable,Despondent Killbot,Common,,{2},Artifact,,,2.0,No
Unstable,Enraged Killbot,Common,,{2},Artifact,,,2.0,No
Unstable,Entirely Normal Armchair,Uncommon,"During your turn, if Entirely Normal Armchair is in your hand, you may hide it on the battlefield.
{0}: Return Entirely Normal Armchair to its owner's hand. Only any opponent may activate this ability and only if he or she sees Entirely Normal Armchair.
{2}, Sacrifice Entirely Normal Armchair: Destroy target attacking creature.",,Artifact,,,0.0,No
Unstable,Everythingamajig (a),Rare,"{2}, {T}: Move a counter from one permanent onto another. If the second permanent refers to any kind of counter, the moved counter becomes one of those counters. Otherwise, it becomes a +1/+1 counter.
{3}, {T}: Put a +1/+1 counter on target creature.
{4}, {T}: Proliferate. (You choose any number of permanents and/or players with counters on them, then give each another counter of a kind already there.)",{5},Artifact,,,5.0,No
Unstable,Everythingamajig (b),Rare,"{2}, {T}: Draw a card. Activate this ability only if you have no cards in hand.
{8}, {T}: You gain 10 life.
{4}, {T}, Sacrifice Everythingamajig: You may put a silver-bordered permanent card from your hand onto the battlefield.",{5},Artifact,,,5.0,No
Unstable,Everythingamajig (c),Rare,"{1}: Flip a coin. If you win the flip, add {C}{C} to your mana pool. Activate this ability only any time you could cast an instant.
{3}, {T}: Target player discards a card. Activate this ability only during your turn.
{X}: Everythingamajig becomes an X/X Construct artifact creature until end of turn.",{5},Artifact,,,5.0,No
Unstable,Everythingamajig (d),Rare,"{T}: Add one mana of any color to your mana pool.
{1}, {T}: Say the flavor text on a card in your hand. Target opponent guesses that card's name. You may reveal that card. If you do and your opponent guessed wrong, draw a card.
{8}, {T}: Everythingamajig deals 12 damage to target creature.",{6},Artifact,,,6.0,No
Unstable,Everythingamajig (e),Rare,"Sacrifice a land: You gain 2 life.
Sacrifice a creature: Add {C}{C} to your mana pool.
{2}, Discard a card: Search your library for a card that shares a complete word in its name with the name of the discarded card, reveal it, put it into your hand, then shuffle your library.",{5},Artifact,,,5.0,No
Unstable,Everythingamajig (f),Rare,"{1}, {T}: Scry 2.
{1}, {T}, Pay 1 life: Create a 0/1 white Goat creature token.
{7}, {T}, Sacrifice Everythingamajig: Choose target player. At the beginning of the next end step, exchange life totals with that player, exchange control of all permanents you and that player control, and exchange cards in your hands, cards in your libraries, and cards in your graveyards.",{8},Artifact,,,8.0,No
Unstable,Gnome-Made Engine,Common,"When this creature enters the battlefield, create a 1/1 colorless Gnome artifact creature token.",{4},Artifact,,,4.0,No
Unstable,Handy Dandy Clone Machine,Rare,"{2}, {T}: Create a 2/2 colorless Homunculus creature token. It must be represented by a unique hand and two fingers at all times, or it ceases to exist.",{3},Artifact,,,3.0,No
Unstable,Kindslaver,Rare,"{5}, {T}, Sacrifice Kindslaver: A person outside the game controls target player during that player's next turn. Neither player may advise that person until the end of that turn.",{5},Artifact,,,5.0,No
